"filename", "language", "JavaScript", "PHP", "JSON", "XML", "Markdown", "SCSS", "PostCSS", "MS SQL", "comment", "blank", "total"
"/home/zougmore/annuaire5/database/migrations/2025_09_02_084657_add_commentaire_drh_to_demandes_table.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 0, 3, 30
"/home/zougmore/annuaire5/database/migrations/2025_09_03_140930_add_traite_columns_to_demandes_table.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"/home/zougmore/annuaire5/database/migrations/2025_09_06_172032_add_quota_columns_to_demandes_table.php", "PHP", 0, 44, 0, 0, 0, 0, 0, 0, 2, 6, 52
"/home/zougmore/annuaire5/database/migrations/2025_09_11_000347_create_rapports_table_complete.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 3, 3, 31
"/home/zougmore/annuaire5/database/migrations/2025_09_13_181619_create_types_conges_table.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 8, 4, 33
"/home/zougmore/annuaire5/database/migrations/2025_09_13_190753_add_sexe_to_users_table.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 3, 6, 30
"/home/zougmore/annuaire5/database/migrations/2025_09_14_103204_create_password_reset_tokens_table.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/home/zougmore/annuaire5/database/migrations/2025_09_14_205709_create_notifications_table.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 6, 4, 32
"/home/zougmore/annuaire5/database/migrations/2025_09_15_170517_add_jours_disponibles_to_quotas_utilisateurs_table.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"/home/zougmore/annuaire5/database/migrations/2025_09_15_233149_create_directions_table.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 6, 5, 32
"/home/zougmore/annuaire5/database/migrations/2025_09_15_233149_create_postes_table.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 6, 5, 30
"/home/zougmore/annuaire5/database/migrations/2025_09_15_233553_add_direction_id_and_poste_id_to_users_table.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 7, 5, 31
"/home/zougmore/annuaire5/database/migrations/2025_09_16_030854_update_directions_table.php", "PHP", 0, 34, 0, 0, 0, 0, 0, 0, 4, 3, 41
